date,permit_id,permit_type,project_name,address,parcel,source,risk_class,lat,lon,weather_risk,base_score,weather_multiplier,time_decay,composite_score,risk_tier
2024-09-25,24-1702 (C),Single Family,South Desert 121,2302 E Malitsoh WAY,SG-SDPD-1-121,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-25,24-1701 (C),Single Family,South Desert 122,2299 E Malitsoh WAY,SG-SDPD-1-122,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1690 (C),Commercial Repair,Tropical Smoothie - Repair,1010 E Red Hills Parkway,SG-1381-D              ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1693 (C),Single Family,MAPLE MEADOWS 107,3556 E 2930 S ST,SG-MPMW-1-107,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1694 (C),Single Family,MAPLE MEADOWS 108,3574 E 2930 S ST,SG-MPMW-1-108,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1681 (C),Single Family,Webb Acres 208,2715 S 3330 E ST,SG-WEBB-2-208,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1695,Pool,723 N 1000 W ST - Pool,723 N 1000 W ST,SG-RDW-3,building,MEDIUM,37.1209696,-113.6049632,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1682 (C),Single Family,Ledges of St. George Johnson Arch #209,5519 N Rock Hollow DR,SG-JGA-2-209,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1691 (C),Single Family,White Hills 133,6215 S White Bee CIR,SG-WHL-133,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1692 (C),Single Family,White Hills 132,6203 S White Bee CIR,SG-WHL-132,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1686 (C),Addition,2554 Crimson Ridge Dr - Garage,2554 Crimson Ridge Dr,SG-CRIM-10,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1696 (C),Carport,5883 S Sliver Cactus DR - carport,5883 S Siler Cactus DR,SG-WHI-6-81,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1688 (C),Mechanical,1920 N Lakota DR 23 - Mechanical,1920 N Lakota DR 23,SG-LAKO-1-23,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-24,24-1687,Retaining Wall - Concrete or CMU,1891 S TALUS CT - Retaining Wall,1891 E TALUS CT,SG-CTC-5-65,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1689 (C),Pool,4837 Limber Pine Dr- Kendell pool,4837 Limber Pine Dr,SG-FISH-4-48,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1685 (C),Pool,Cutler,3366 East Seegmller DR,,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1683 (C),Pool,1498 E Dellcorero DR - Pool ,1498 E Dellcorero DR,SG-GRA-2-23,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-24,24-1684,Water Meter Set,Azure Townhomes - water meter,706 W Vista Sur LN,SG-ADC-COM,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1674 (X),Single Family,Sage Haven 133,638 W Emerald Point DR,SG-SAH-1-133,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1678 (C),Single Family,Moorland Park 82,2646 E Moorland DR,SG-MOO-5-82,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1676 (C),Single Family,Desert Horizon 313,2940 E Naboo LN,SG-DTH-3-313,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1677 (C),Single Family,Desert Horizon 311,2927 E Naboo LN,SG-DTH-3-311,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1673 (C),Single Family,Desert Reserve 311,4285 E El Capitan WAY,SG-DERE-3-311,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1680 (C),Single Family,Desert Horizon 314,2934 E Naboo LN,SG-DTH-3-314,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1679 (C),Single Family,Moorland Park 94,2749 E Moorland DR,SG-MOO-5-94,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,24-1675,Res Misc,2433 S 2350 E - RED TAG,2433 S 2350 E ST,SG-5-3-4-2239,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-23,PLANGRD-CM24-246 (X),Grading/Site Plan (Commercial/Apartments),Fort Pierce Business Park Lot 131,Fort Pierce Business Park Lot 131,SG-5-3-19-145,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-20,24-1672,Commercial Pool,Desert Color Apartments - Pool,5088 S Desert Color,SG-PEG-1B-1,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-20,24-1669 (C),Single Family,Salarno Hills,2650 W Brenta WAY,SG-SHD-1-11,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-20,24-1668 (C),Commercial Remodel,Prime IV-Rio Plaza-Remodel,558 E Riverside Dr suite 102 & 103,SG-5-2-31-21121,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-20,24-1671 (C),Single Family,Ledges of St George Fairways East  103,1217 W Doonbeg CT,SG-FWE-1-103,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-20,24-1667,Repair,1186 N 1610 W CIR - Repair,1186 N 1610 W CIR,SG-ROYL-1-43,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-20,24-1670 (C),Gas Line,373 N 1100 E - Gas,737 N 1100 E ST,SG-DME-D-2,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-19,24-1662 (C),Pool,5519 N Rock Hollow DR - POOL,5519 N Rock Hollow DR,SG-JGA-2-209,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1658 (C),Repair,1070 E SMOKE TREE ST - Reroof,1070 E SMOKE TREE ST,SG-BLH-4-4,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1666,Electrical,2586 Arbor DR - EV Charger,2586 Arbor DR,SG-CLV-2-1,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-19,24-1661,Commercial (New Build),Sienna Park Condo - Clubhouse in place of old one,271 N Country LN,SG-SNP-A-COM,building,HIGH,37.1109845,-113.6293631,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-19,24-1660 (C),Commercial TI,Team MD - Commercial TI,1091 N Bluff ST STE 807,SG-6-2-13-332,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1657 (C),Single Family,Desert Color Resort 413,5296 S Blue Pearl ALY,SG-DCR-4BAND6-413,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1664,Water Meter Set,Sage Haven Ph 12 Irrigation Meter 1,491 W Carnelian PKWY,SG-SAH-12B-COM,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1665,Water Meter Set,Sage Haven Ph 12 Irrigation Meter 2,566 W Emerald Point DR,SG-SAH-12B-COM,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1663 (C),Pool,2889 E 3520 S ST - Pool,2889 E 3520 S ST,SG-CTT-4-53,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-19,24-1659 (C),Pool,2632 E SEEGMILLER DR - Pool,2632 E SEEGMILLER DR,SG-DRR-1,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-18,24-1654,Pool,2778 E Rowan LN - Pool,2778 E Rowan LN,SG-ARBR-14-192,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-18,24-1653,Remodel,1025 N 1800 E ST - Remodel,1025 N 1800 E ST,SGM-4-21-10,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-18,24-1656 (C),Awning/Patio,65 W. 475 N. CIR - Awning,65 W. 475 N CIR,SG-RB-12,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-18,24-1655 (C),Single Family,Cascata 80,522 S Liri TRL,SG-CAD-4-80,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-18,24-1651 (C),Commercial Misc,Onset Financial - Carports,1495 S. Dixie Dr,SG-TPKY-2,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-18,24-1652 (C),Commercial TI,River Crossing Peace Love Nail -  Commercial TI,1543 S River RD UNIT 2,SG-RCR-1-108,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1650,Electrical,329 W Sugar Leo RD - Electric,329 W Sugar Leo RD,SG-BR-1-8,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-17,24-1647,Pool,526 S Liri TRL - Pool (Parade Home),526 S LIRI TRL, SG-CAD-4-81,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1648,Water Meter Set,Nichols Landing Water Meter (Landscape),2537 S River RD,SG-NSL-COM,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1642,Electrical,3743 S Mulberry DR - Electrical,3743 S Mulberry DR,SG-BG-1-71-A,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-17,24-1645 (C),Single Family,MAPLE MEADOWS 112,3595 E 2930 S ST,SG-MPMW-1-112,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1646 (C),Single Family,MAPLE MEADOWS 119,3493 E 2930 S ST,SG-MPMW-1-119,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1644 (C),Single Family,ARANCIO POINT AT DIVARIO,163 S Megozzo DR,SG-APD-1-33,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1640,Commercial (New Build),U-Haul  Moving and Storage of St. George - New Build,4615 S River RD,SG-5-3-20-317,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-17,24-1641 (C),Single Family,Chaco South 77,2888 W Blackhawk Ridge CIR,SG-CHAC-5-77,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1649 (C),Commercial Misc,Camping World - Paint Booth,341 E Sunland Drive,TBD,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,24-1643 (C),Single Family,Red Pine 222,3477 E Bristle Cone WAY,SG-RDPN-2-222,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-17,GRD-R24-112 (W),Grading/Site Plan (Residential),Ponderosa Subdivision,1916 S 3430 E ST,SG-5-3-3-136,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-16,24-1628 (C),Pool,3512 E Rimrunner DR - Pool,3512 E Rimrunner DR,SG-DTP-5-69,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1637,Pool,3042 W Bolsena TRL -Pool,3042 Bolsena Trl,SG-CAD-3-36,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1639 (C),Single Family,Sage Haven 618,6134 S Kelly LN,SG-SAH-6-618,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1626,Awning/Patio,1522 S Cliff Point CIR - Cantilever Patio(s),1522 S Cliff Point CIR,SG-SCF-5-509,building,MEDIUM,37.082009,-113.5432927,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1638 (C),Single Family,Sage Haven 721,514 W Green Mountain DR,SG-SAH-7-721,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1635,Pool,5354 S Pura CIR - Pool,5354 S Pura CIR,SG-DCR-4BAND6-402,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1631,Sign Permit,MOTO UNITED - Sign,4465 S Desert Color Pkwy,SG-1713-A-2,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-16,24-1625 (C),Pool,3052 N Snow Canyon PKWY 217 - Pool,3052 N. SNOW CANYON PARKWAY #217,SG-COSC-H-217,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1636 (C),Basement Finish,South Rim at Foremaster Ridge 86,1721 E Ridgeline CIR,SG-SRFR-4-86,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1627 (C),Single Family,Desert Reserve 310,4273 E El Capitan WAY,SG-DERE-3-310,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1632 (C),Single Family,Desert Providence 417,5861 S Mythical LN,SG-DESP-4-417,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1634 (C),Single Family,White Hills 117,1331 E Honeycomb CT,SG-WHL-117,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1630,Sign Permit,Smith's Marketplace - Sign,4582 S. Pioneer Rd.,SG-SURC-4-400,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-16,24-1629,Single Family,Springs Estates 109,2477 E 1190 S CIR,SG-SPE-11-109,building,MEDIUM,37.0878151,-113.5325214,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-16,24-1633 (C),Single Family,Desert Providence 418,5865 S Mythical LN,SG-DESP-4-418,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-13,24-1620,Addition,1137 W 560 N ST - Addition,1137 W 560 N,SG-SV-3-301,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1623,Single Family,Yellow Knolls 104,1363 W Yellow Knolls DR,SG-YEK-1-104,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1624 (C),Single Family,The Arbors 241,2920 E Seegmiller DR,SG-ARBR-15-241,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1622 (C),Repair,2970 S Beech ST - Reroof,2970 S BEECH ST,SG-BLH-5-38-A,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1619 (C),Single Family,Sage Haven 738,483 W Green Mountain DR,SG-SAH-7-738,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1621 (C),Repair,1112 E ELM CIR - Reroof,1112 E ELM CIR,SG-BLH-2A-56,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1618 (C),Accessory Building,3095 S Bloomington DR - Detached Gym,3095 S Bloomington DR,SG-BCC-11-31,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-13,24-1617 (C),Single Family,Cornerstone 65,2702 S 3210 E ST,SG-CORN-5-65,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-12,24-1612,Gas Line,930 E Fort Pierce DR - Gas,930 E Fort Pierce DR,SG-BLH-9-202,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-12,24-1606,Plumbing, 743 N 2380 E CIR - Septic to Sewer,743 N 2380 E CIR,SG-DA-15,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-12,24-1607,Res Misc,1972 S Acacia PL - RED TAG,1972 S Acacia PL,SG-BLH-8-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1609 (C),Commercial (New Build),Vision Panda Office Shell,1664 S DIXIE DR BLDG P,SG-DCO-10,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-12,24-1610 (C),Commercial (New Build),Vision Panda Retail J Shell,1664 S DIXIE DR BLDG J,SG-DCO-11-PT-A,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-12,24-1608,Single Family,Webb Acres 303,3299 E Clara LN,SG-WEBB-3-303,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1615 (C),Single Family,Sage Haven 821,626 W Cedar Hill DR,SG-SAH-8-821,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1611,Single Family,South Rim at Foremaster Ridge 81,1694 E Ridgeline CIR,SG-SRFR-4-81,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1605 (C),Single Family,Teakwood 59,3251 S Tallow Tree DR,SG-TKWD-5-59,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1616 (C),Remodel,3071 E 2840 S CIR - Basement Remodel,3071 E 2840 S CIR,SG-CORN-2-21,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1613 (C),Single Family,Sage Haven 717,458 W Green Mountain DR,SG-SAH-7-717,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-12,24-1614 (C),Single Family,Sage Haven 412,6190 S Rosalind DR,SG-SAH-4-412,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1601 (C),Single Family,Desert Providence 420,5873 S Mythical LN,SG-DESP-4-420,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1598 (C),Mechanical,2479 E 2220 S - HVAC,2479 E 2220 S,SG-CCFS-2-35,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-11,24-1603,Single Family,The Grove 7,3155 E Hinckley LN,SG-GRO-7,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1597 (C),Awning/Patio,Dalessandro,447 Lost Creek Dr.,SG-RBES-47,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1600 (E),Pool,2850 E Crimson Ridge DR - Pool,2850 E Crimson Ridge DR,SG-CTT-1-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1602 (C),Single Family,Desert Providence 419,5869 S Mythical LN,SG-DESP-4-419,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1604 (C),Single Family,White Hills 129,6173 S White Bee CIR,SG-WHL-129,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-11,24-1599 (C),Mechanical,1567 W Morane Manor - HVAC,1567 W Morane Manor DR,SG-SUR-30-1484,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-10,24-1594,Pool,Potter Pool,986 W Shadow Point DR,SG-SM-6-190,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-10,24-1595 (C),Single Family,White Hills 131,6189 S White Bee CIR,SG-WHL-131,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-10,24-1596 (C),Mechanical,4413 S Ironwood DR - HVAC,4413 S Ironwood DR,SG-SUR-1-1B-61,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-10,GRD-CM24-230,Grading/Site Plan (Commercial/Apartments),St. George Musical Theater,950 S Main ST,SG-5-2-31-4349,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-09-09,24-1593,Water Meter Set,Desert Providence ,4225 E Strider LN,,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1586 (C),Commercial Misc,Beehive Industrial Park Building 1 Unit 5,1170 E VENTURE DR,SG-5-3-20-315-CD,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1590 (C),Solar,470 E 1100 S ST unit #42 - Solar,470 E 1100 S #43,SG-MON-2-43,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1589,Single Family,Stone Cliff 1803,2867 E Granite WAY,SG-SCF-18-1803,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1585 (C),Single Family,Desert Reserve 309,4267 E El Capitan WAY,SG-DERE-3-309,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1592 (C),Solar,Paul Lillywhite,42 W 475 N CIR,SG-RB-5-B,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1588 (C),Single Family,Desert Cliffs 309,6181 S Half Dome CIR,SG-DESC-3B-309,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1591 (C),Solar,768 S Five Sisters DR - Solar,768 S Five Sisters DR,SG-FORR-104,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-09,24-1587 (C),Single Family,Avenidas at Hidden Valley 15,99 E Dakar LN,SG-AHV-1-15,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-06,24-1576 (C),Mechanical,1173 W Snow Canyon - HVAC,1173 West Snow Canyon Parkway #5,SG-SDHS-2-5,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-06,24-1579,Pool,2867 E Granite WAY,2867 E Granite WAY, SG-SCF-18-1803,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-06,24-1581,Electrical,1388 W 540 N ST - Meter,1388 W 540 N ST,SG-GS-5-25,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-06,24-1580 (C),Mechanical,2056 E Middleton DR #9 - HVAC,2056 East Middleton Drive #9, SG-CDS-9,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-06,24-1583,Gas Line,2162 S San Juan CIR - gas line,2162 San Juan CIR,SG-BLH-12-153,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-06,24-1578 (C),Single Family,Augustus Point 9,1599 N Artesia DR,SG-AUG-9,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-06,24-1584,Water Meter Set,The Grove - Water Meter,3195 E Hinkely LN,TBD,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-06,24-1582 (C),Commercial TI,Blue Box - Commercial TI,2505 S River RD UNIT 2,SG-NSL-5,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-06,24-1577 (C),Commercial TI,Starbucks Coffee Co - TI,2836 E Mall DR UNIT 1,SG-FMD-7,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-05,24-1573 (C),Single Family,Webb Acres 210,3382 E Ezra DR,SG-WEBB-2-210,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-05,24-1575 (C),Single Family,High Point 106,1132 W Canyon Tree DR,SG-LHP-1B-106,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-05,24-1572 (C),Carport,959 S Pioneer Heights RD - Carport,959 S Pioneer Heights RD,,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-05,24-1571 (C),Repair,840 Twin Lakes DR Unit 423 - Fire Damage,840 Twin Lakes DR Unit 423,SG-TLR-1-423,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-05,24-1574 (C),Single Family,Desert Horizon Lot 322,2926 E Alderann ST,SG-DTH-3-322,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-05,24-1570 (C),Single Family,Sage Haven 420,6179 S Pebble Glen LN,SG-SAH-4-420,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-04,24-1567 (C),Single Family,River Bend 33,390 N Lost Creek CIR,SG-RBES-33,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-04,24-1568 (C),Pool,2764 E Moorland DR - Pool,2764 E Moorland DR,SG-MOO-5-75,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-04,24-1569 (C),Pool,2802 E Cliff Shadow DR - Pool,2802 E Cliff Shadow DR,SG-BANR-17,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2024-09-03,24-1555,Electrical,624 S 500 E ST - Panel upgrade,624 S 500 E,SG-JEO-A-16,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-03,24-1560 (C),Single Family,CECITA CREST AT DIVARIO 127,2888 W Lesina Heights DR,SG-CCD-3-127,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1558 (C),Repair,760 N 630 W ST- Reroof,760 N 630 W ST,SG-1713-A-2,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1554 (C),Single Family,Breckenridge Estates 201,2282 S Breckenridge DR,SG-BRK-2-201,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
